"","Year","SouthSST_Annual","SST_South_Months_Jun","LagSouthSST_Spring","LagSST_South_Months_Sep","LagSST_South_Months_Nov","FinSouthSST_AnnEsts","LagFinSouthSST_AnnEsts","LagFinSouthSST_SpringDat","FSLdat_Annual","FSLdat_Summer","FSLdat_Autumn","FSLdat_Spring","FSL_months_Jan","FSL_months_Feb","FSL_months_Mar","FSL_months_Apr","FSL_months_May","FSL_months_Oct","LagFSLdat_Annual","LagFSLdat_Summer","LagFSLdat_Autumn","LagFSLdat_Winter","LagFSLdat_Spring","LagFSL_months_Feb","LagFSL_months_Apr","LagFSL_months_May","LagFSL_months_Jun","LagFSL_months_Jul","LagFSL_months_Aug","LagFSL_months_Sep","LagFSL_months_Oct","LagFSL_months_Nov","FinFSLdat_AnnEsts","FinFSLdat_SummerDat","FinFSLdat_AutumnDat","FinFSLdat_SpringDat","LagFinFSLdat_AnnEsts","LagFinFSLdat_SummerDat","LagFinFSLdat_AutumnDat","LagFinFSLdat_SpringDat","FishName","OtoWidth","Ages","Site","FSLann","FSLsumm","FSLaut","FSLwin","FSLspr","TannS","TsummS","TautS","TwinS","TsprS","TannW","TsummW","TautW","TwinW","TsprW"
"225",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050103",21.406,15,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"226",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050113",20.963,1,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"227",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040045",22.57433333,9,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"228",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050134",15.157,5,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"229",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X060028",17.17166667,12,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"230",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050184",17.83633333,9,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"231",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050289",20.583,9,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"232",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040018",23.00766667,2,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"233",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040019",15.017,18,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"234",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040046",18.87333333,17,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"235",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050116",18.91333333,10,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"236",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050088",17.217,4,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"237",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050085",19.67766667,18,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"238",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050099",12.90966667,26,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"239",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040033",19.6905,5,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"240",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X040070",15.70833333,19,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"241",1972,17.84,18.01,16.25,15.45,16.9,17.8066666666667,17.8066666666667,16.2033333333333,0.67825,0.675333333333333,0.749666666666667,0.568333333333333,0.677,0.74,0.668,0.769,0.812,0.549,0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,0.542,0.804,0.93,0.827,0.879,0.773,0.664,0.654,0.664,0.6765,0.677666666666667,0.749666666666667,0.686666666666667,0.7805,0.596666666666667,0.795666666666667,0.724,"X050255",23.61733333,8,"South",0.67825,0.675333333333333,0.749666666666667,0.719666666666667,0.568333333333333,18.6833333333333,20.35,20.19,17.3633333333333,16.83,19.6725,21.0933333333333,21.3766666666667,18.2033333333333,18.0166666666667
"242",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050184",19.21133333,10,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"243",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050103",26.43433333,16,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"244",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040055",20.82433333,26,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"245",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040070",15.99833333,20,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"246",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050110",17.34033333,9,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"247",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050113",17.41733333,2,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"248",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050134",17.74,6,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"249",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050289",20.239,10,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"250",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050193",20.50566667,5,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"251",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050263",15.626,20,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"252",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040045",26.68466667,10,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"253",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050099",13.072,27,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"254",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040046",17.58666667,18,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"255",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050088",20.85466667,5,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"256",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040033",22.7215,6,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"257",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040036",18.03466667,12,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"258",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050085",15.70833333,19,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"259",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X060083",19.50933333,1,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"260",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X040018",23.78266667,3,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
"261",1973,17.7758333333333,17.66,16.2033333333333,16.6,16.84,17.9591666666667,17.9591666666667,16.5733333333333,0.733833333333333,0.626666666666667,0.795666666666667,0.686666666666667,0.639,0.542,0.653,0.804,0.93,0.654,0.79475,0.734333333333333,0.853666666666667,0.867,0.724,0.738,0.832,0.981,0.905,0.872,0.824,0.688,0.733,0.688,0.7805,0.596666666666667,0.795666666666667,0.724,0.789166666666667,0.729333333333333,0.853666666666667,0.767333333333333,"X050255",26.44733333,9,"South",0.733833333333333,0.626666666666667,0.795666666666667,0.826333333333333,0.686666666666667,18.465,20.12,19.5033333333333,17.2133333333333,17.0233333333333,19.5841666666667,21.0733333333333,20.5733333333333,18.44,18.25
